Pathogen,PathogenTaxID,PHEIC risk,Disease_name,HostTaxID,Host,PathogenClass,PathogenOrder,PathogenFamily,PathogenGenus,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,MainSource,PathogenType,in_gibb_etal,in_empres_i
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9716,Mirounga angustirostris,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,phocidae,carnivora,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,51896,Morelia spilota,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,pythonidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,10090,Mus musculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,muridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,10090,Mus musculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,muridae,rodentia,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,111176,Notechis scutatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8663,Notechis scutatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,elapidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,13180,Nymphicus hollandicus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,aves,cacatuidae,psittaciformes,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9874,Odocoileus virginianus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,cervidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9986,Oryctolagus cuniculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,leporidae,lagomorpha,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9986,Oryctolagus cuniculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,leporidae,lagomorpha,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9986,Oryctolagus cuniculus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,leporidae,lagomorpha,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9940,Ovis aries,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9940,Ovis aries,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,bovidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,111177,Oxyuranus microlepidotus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,elapidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8668,Oxyuranus scutellatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,elapidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,94885,Pantherophis guttatus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,colubridae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,36229,Papio ursinus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,cercopithecidae,primates,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,48849,Passer domesticus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,aves,passeridae,passeriformes,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8168,Perca fluviatilis,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,actinopterygii,percidae,perciformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,88162,Phelsuma madagascariensis,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,gekkonidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9742,Phocoena phocoena,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,phocoenidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,52200,Physignathus cocincinus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,agamidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,103695,Pogona vitticeps,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,agamidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9654,Procyon lotor,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,procyonidae,carnivora,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8671,Pseudechis porphyriacus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,elapidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8673,Pseudonaja textilis,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,elapidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,37607,Pyrrhula pyrrhula,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,aves,fringillidae,passeriformes,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,51750,Python molurus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,pythonidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,51751,Python regius,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,pythonidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,34869,Rupicapra rupicapra,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,bovidae,artiodactyla,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,34869,Rupicapra rupicapra,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,43778,Oedipomidas geoffroyi,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,13679,Scomberomorus cavalla,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,actinopterygii,scombridae,perciformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,160760,Spinus spinus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,aves,fringillidae,passeriformes,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,111821,Strix aluco,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,aves,strigidae,strigiformes,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9823,Sus scrofa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,suidae,artiodactyla,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9823,Sus scrofa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,suidae,artiodactyla,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9823,Sus scrofa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,suidae,artiodactyla,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,86976,Testudo hermanni,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,testudinidae,testudines,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,155307,Tiliqua nigrolutea,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,scincidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8527,Tiliqua rugosa,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,scincidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,71010,Tiliqua scincoides,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,scincidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,176049,Trichoglossus haematodus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,aves,psittacidae,psittaciformes,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,179930,Trioceros ellioti,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,chamaeleonidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,338354,Tropidophorus grayi,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,scincidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,62043,Varanus indicus,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,varanidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,62044,Varanus mertensi,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,varanidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,8559,Varanus varius,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,reptilia,varanidae,squamata,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
salmonella enterica,28901,High,Non-typhoidal salmonellosis,9627,Vulpes vulpes,gammaproteobacteria,enterobacterales,enterobacteriaceae,salmonella,chordata,mammalia,canidae,carnivora,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9606,Homo sapiens,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9606,Homo sapiens,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9606,Homo sapiens,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9541,Macaca fascicularis,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,chordata,mammalia,cercopithecidae,primates,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
shigella dysenteriae,622,High,Shigellosis (bacillary dysentery),9598,Pan troglodytes,gammaproteobacteria,enterobacterales,enterobacteriaceae,shigella,chordata,mammalia,hominidae,primates,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,8839,Anas platyrhynchos,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,aves,anatidae,anseriformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,7962,Cyprinus carpio,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,actinopterygii,cyprinidae,cypriniformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,34882,Enhydra lutris,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,mammalia,mustelidae,carnivora,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,9606,Homo sapiens,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,9606,Homo sapiens,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,9606,Homo sapiens,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,7998,Ictalurus punctatus,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,actinopterygii,ictaluridae,siluriformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,75329,Misgurnus anguillicaudatus,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,actinopterygii,cobitidae,cypriniformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,29088,Neomonachus schauinslandi,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,mammalia,phocidae,carnivora,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,206143,Pampus argenteus,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,actinopterygii,stromateidae,perciformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,119488,Siniperca chuatsi,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,actinopterygii,sinipercidae,perciformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
vibrio cholerae,666,High,Cholera,1234273,Tachysurus fulvidraco,gammaproteobacteria,vibrionales,vibrionaceae,vibrio,chordata,actinopterygii,bagridae,siluriformes,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,129246,Apodemus chevrieri,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,muridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,55047,bassariscus astutus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9614,canis latrans,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9614,canis latrans,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9612,Canis lupus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,canidae,carnivora,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,37022,Cerradomys subflavus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,cricetidae,rodentia,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,45480,Cynomys ludovicianus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,sciuridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,259054,Eothenomys miletus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9685,Felis catus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,felidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9685,Felis catus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,felidae,carnivora,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9606,Homo sapiens,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9606,Homo sapiens,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Not specified,FALSE,FALSE,detection_method=Not specified,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,9606,Homo sapiens,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,407171,Lasiopodomys brandtii,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,cricetidae,rodentia,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,61383,Lynx canadensis,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,felidae,carnivora,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,61383,Lynx canadensis,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,felidae,carnivora,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,61384,lynx rufus,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,NA,NA,NA,NA,Antibodies,FALSE,FALSE,detection_method=Antibodies,CLOVER,bacteria,NA,NA
yersinia pestis,632,High,Plague,93157,Marmota baibacina,gammaproteobacteria,enterobacterales,yersiniaceae,yersinia,chordata,mammalia,sciuridae,rodentia,Isolation/Observation,TRUE,TRUE,NA,CLOVER,bacteria,NA,NA
