disease_name,disease_name_clean,vector_species,vector_species_clean,vector_group,vector_group_clean,best_evidence_level,best_evidence_basis,record_sources,source_count,supporting_row_count,locations_summary,sources_summary,notes_summary,has_lit_review,has_efsa
Zika virus disease,zika virus disease,Aedes taylori,aedes taylori,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,field infection; known vector; sylvatic cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes triseriatus,aedes triseriatus,mosquito,mosquito,weak,review,lit_review,1,1,North America,Epelboin et al. 2017,infection only; no transmission,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes unilineatus,aedes unilineatus,mosquito,mosquito,weak,review,lit_review,1,3,Senegal,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,infected only once; low infection; no transmission,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes vexans,aedes vexans,mosquito,mosquito,probable,review,lit_review,1,5,Mexico; northern United States; temperate regions,Bisia et al. 2023; Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,field detection and lab transmission; model predicted; potential vector; secondary vector at higher temperature,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes vigilax,aedes vigilax,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Aedes vittatus,aedes vittatus,mosquito,mosquito,confirmed,review,lit_review,1,4,Africa; Senegal,Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,known vector; saliva positive; sylvatic cycle,TRUE,FALSE
Zika virus disease,zika virus disease,Anopheles coustani,anopheles coustani,mosquito,mosquito,candidate,review,lit_review,1,1,Africa,Epelboin et al. 2017,field isolate,TRUE,FALSE
Zika virus disease,zika virus disease,Anopheles freeborni,anopheles freeborni,mosquito,mosquito,weak,lab,lit_review,1,1,United States,Dodson et al. 2018,not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Anopheles gambiae,anopheles gambiae,mosquito,mosquito,weak,review,lit_review,1,1,Africa,Epelboin et al. 2017,field isolate; not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Anopheles gambiae s.l.,anopheles gambiae s l,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Anopheles quadrimaculatus,anopheles quadrimaculatus,mosquito,mosquito,weak,lab,lit_review,1,1,United States,Dodson et al. 2018,not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Culex annulirostris,culex annulirostris,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Culex coronator,culex coronator,mosquito,mosquito,weak,review,lit_review,1,2,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,TRUE,FALSE
Zika virus disease,zika virus disease,Culex neavei,culex neavei,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Culex perfuscus,culex perfuscus,mosquito,mosquito,candidate,review,lit_review,1,3,Senegal,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field isolate; infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Culex pipiens,culex pipiens,mosquito,mosquito,candidate,review,lit_review,1,4,"California; New Jersey, USA; global; Italy",Evans et al. 2017 Table 1; Huang et al. 2016; Lourenco-de-Oliveira and Failloux 2017; Schulz and Becker 2018,debated; model predicted; not competent; refractory,TRUE,FALSE
Zika virus disease,zika virus disease,Culex pipiens biotype molestus,culex pipiens biotype molestus,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Schulz and Becker 2018,not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Culex pipiens biotype pipiens,culex pipiens biotype pipiens,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Schulz and Becker 2018,not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Culex pipiens molestus,culex pipiens molestus,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Culex quinquefasciatus,culex quinquefasciatus,mosquito,mosquito,candidate,review,lit_review,1,7,"Florida, USA; global",Bisia et al. 2023; Epelboin et al. 2017; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019; Huang et al. 2016; Lourenco-de-Oliveira and Failloux 2017,controversial; debated; model predicted; not an efficient vector; refractory,TRUE,FALSE
Zika virus disease,zika virus disease,Culex rubinotus,culex rubinotus,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Culex tarsalis,culex tarsalis,mosquito,mosquito,candidate,review,lit_review,1,4,Mexico; United States,Dodson et al. 2018; Evans et al. 2017 Table 1; Gutierrez-Bugallo et al. 2019,field detection only; model predicted; not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Culex torrentium,culex torrentium,mosquito,mosquito,weak,review,lit_review,1,1,Germany,Schulz and Becker 2018,not competent,TRUE,FALSE
Zika virus disease,zika virus disease,Eretmapodites inornatus,eretmapodites inornatus,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Eretmapodites quinquevittatus,eretmapodites quinquevittatus,mosquito,mosquito,weak,review,lit_review,1,2,,Gutierrez-Bugallo et al. 2019,infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Mansonia uniformis,mansonia uniformis,mosquito,mosquito,candidate,review,lit_review,1,3,Africa,Epelboin et al. 2017; Gutierrez-Bugallo et al. 2019,field isolate; infected only once,TRUE,FALSE
Zika virus disease,zika virus disease,Psorophora ferox,psorophora ferox,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
Zika virus disease,zika virus disease,Runchomyia frontosa,runchomyia frontosa,mosquito,mosquito,candidate,review,lit_review,1,1,,Evans et al. 2017 Table 1,model predicted,TRUE,FALSE
