matched_who_host,vector_species_analysis,vector_species_needs_review,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,record_count
Bos taurus,Aedes melanimon,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes melanimon,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Bos taurus,Aedes metallicus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes metallicus,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Bos taurus,Aedes mixtus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes mixtus,VectorMap,BloodMealMap,blood_meal,South Africa,,1
Bos taurus,Aedes nigromaculis,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes nigromaculis,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Bos taurus,Aedes nipponicus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes nipponicus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Bos taurus,Aedes normanensis,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes normanensis,VectorMap,BloodMealMap,blood_meal,Australia,,2
Bos taurus,Aedes notoscriptus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes notoscriptus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,3
Bos taurus,Aedes ochraceus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes ochraceus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,2
Bos taurus,Aedes procax,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes procax,VectorMap,BloodMealMap,blood_meal,Australia,,1
Bos taurus,Aedes quasiunivittatus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes quasiunivittatus,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Bos taurus,Aedes riversi,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes riversi,VectorMap,BloodMealMap,blood_meal,Japan,,1
Bos taurus,Aedes scapularis,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes scapularis,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Bos taurus,Aedes serratus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes serratus,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Bos taurus,Aedes sollicitans,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes sollicitans,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Bos taurus,Aedes sticticus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes sticticus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Bos taurus,Aedes sudanensis,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes sudanensis,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal,,2
Bos taurus,Aedes taeniorhynchus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes taeniorhynchus,VectorMap,BloodMealMap,blood_meal,Ecuador,,1
Bos taurus,Aedes taylori,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes taylori,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Bos taurus,Aedes thibaulti,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes thibaulti,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Bos taurus,Aedes tortilis,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes tortilis,VectorMap,BloodMealMap,blood_meal,Puerto Rico,,1
Bos taurus,Aedes tricholabis,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes tricholabis,VectorMap,BloodMealMap,blood_meal,Kenya,,1
Bos taurus,Aedes triseriatus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes triseriatus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Bos taurus,Aedes trivittatus,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes trivittatus,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Bos taurus,Aedes vexans,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Hungary; Japan; Russia; Senegal; Serbia; Unites States,,26
Bos taurus,Aedes vigilax,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes vigilax,VectorMap,BloodMealMap,blood_meal,Australia,,4
Bos taurus,Aedes vittiger,FALSE,9913,mammalia,artiodactyla,bovidae,Aedes vittiger,VectorMap,BloodMealMap,blood_meal,Australia,,2
Bos taurus,Amblyomma americanum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma americanum,VectorMap,TickMap,on_host_occurrence,United States of America,,148
Bos taurus,Amblyomma astrion,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma astrion,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The",,6
Bos taurus,Amblyomma cajennense,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma cajennense,VectorMap,TickMap,on_host_occurrence,United States of America,,4
Bos taurus,Amblyomma cohaerens,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma cohaerens,VectorMap,TickMap,on_host_occurrence,"Burundi; Congo, The Democratic Republic of The; Rwanda",,7
Bos taurus,Amblyomma eburneum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma eburneum,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The",,1
Bos taurus,Amblyomma gemma,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma gemma,VectorMap,TickMap,on_host_occurrence,"Kenya; Tanzania, United Republic of",,16
Bos taurus,Amblyomma hebraeum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma hebraeum,VectorMap,TickMap,on_host_occurrence,"Kenya; Mozambique; South Africa; Tanzania, United Republic of",,17
Bos taurus,Amblyomma lepidum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma lepidum,VectorMap,TickMap,on_host_occurrence,"Central African Republic; Egypt; Kenya; South Africa; Sudan; Tanzania, United Republic of; Zambia",,53
Bos taurus,Amblyomma maculatum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma maculatum,VectorMap,TickMap,on_host_occurrence,Peru; United States of America,,44
Bos taurus,Amblyomma nuttalli,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma nuttalli,VectorMap,TickMap,on_host_occurrence,"Congo, The Democratic Republic of The; Tanzania, United Republic of",,4
Bos taurus,Amblyomma paulopunctatum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma paulopunctatum,VectorMap,TickMap,on_host_occurrence,Cameroon,,1
Bos taurus,Amblyomma pomposum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma pomposum,VectorMap,TickMap,on_host_occurrence,"Angola; Congo, The Democratic Republic of The; Sudan",,6
Bos taurus,Amblyomma splendidum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma splendidum,VectorMap,TickMap,on_host_occurrence,"Angola; Central African Republic; Congo; Congo, The Democratic Republic of The; Sierra Leone",,14
Bos taurus,Amblyomma testudinarium,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma testudinarium,VectorMap,TickMap,on_host_occurrence,LAO PEOPLE'S DEMOCRATIC REPUBLIC,,5
Bos taurus,Amblyomma variegatum,FALSE,9913,mammalia,artiodactyla,bovidae,Amblyomma variegatum,VectorMap,TickMap,on_host_occurrence,"Benin; Botswana; Burkina Faso; Burundi; Cameroon; Congo, The Democratic Republic of The; Cote D'Ivoire; Gambia; Ghana; Guinea; Guinea-Bissau; Kenya; Malawi; Mali; Nigeria; Rwanda; Senegal; Sierra Leone; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zambia",,531
Bos taurus,Anopheles aconitus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles aconitus,MapVEu,MapVEu,blood_meal,Cambodia,,2
Bos taurus,Anopheles albimanus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles albimanus,VectorMap,BloodMealMap,blood_meal,Belize,,2
Bos taurus,Anopheles albitarsis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles albitarsis,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Bos taurus,Anopheles amictus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles amictus,VectorMap,BloodMealMap,blood_meal,Australia,,2
Bos taurus,Anopheles annularis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles annularis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Cambodia; India,,2
Bos taurus,Anopheles annulipes,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles annulipes,VectorMap,BloodMealMap,blood_meal,Australia,,3
Bos taurus,Anopheles aquasalis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles aquasalis,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Bos taurus,Anopheles arabiensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles arabiensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Ghana; Kenya; Madagascar,,67
Bos taurus,Anopheles argyropus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles argyropus,MapVEu,MapVEu,blood_meal,Cambodia,,1
Bos taurus,Anopheles atroparvus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles atroparvus,VectorMap,BloodMealMap,blood_meal,ESP; United Kingdom,,3
Bos taurus,Anopheles bancroftii,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles bancroftii,VectorMap,BloodMealMap,blood_meal,Australia,,2
Bos taurus,Anopheles barbirostris sensu lato 245,TRUE,9913,mammalia,artiodactyla,bovidae,Anopheles barbirostris sensu lato 245,MapVEu,MapVEu,blood_meal,Cambodia,vector_sensu_lato,3
Bos taurus,Anopheles barbirostris subgroup clade III,TRUE,9913,mammalia,artiodactyla,bovidae,Anopheles barbirostris subgroup clade III,MapVEu,MapVEu,blood_meal,Cambodia,vector_group,4
Bos taurus,Anopheles campestris,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles campestris,MapVEu,MapVEu,blood_meal,Cambodia,,1
Bos taurus,Anopheles claviger,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles claviger,VectorMap,BloodMealMap,blood_meal,United Kingdom,,1
Bos taurus,Anopheles coluzzii,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles coluzzii,MapVEu,MapVEu,blood_meal,Ghana,,2
Bos taurus,Anopheles coustani,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles coustani,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Kenya; Madagascar; Tanzania,,372
Bos taurus,Anopheles crawfordi,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles crawfordi,MapVEu,MapVEu,blood_meal,Cambodia,,1
Bos taurus,Anopheles cruzii,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles cruzii,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Bos taurus,Anopheles culicifacies,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles culicifacies,VectorMap,BloodMealMap,blood_meal,India,,1
Bos taurus,Anopheles darlingi,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles darlingi,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Belize; Peru,,4417
Bos taurus,Anopheles dirus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles dirus,MapVEu,MapVEu,blood_meal,Cambodia,,2
Bos taurus,Anopheles domicola,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles domicola,VectorMap,BloodMealMap,blood_meal,Senegal,,1
Bos taurus,Anopheles dthali,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles dthali,VectorMap,BloodMealMap,blood_meal,Iran,,1
Bos taurus,Anopheles evansae,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles evansae,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Bos taurus,Anopheles farauti,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles farauti,VectorMap,BloodMealMap,blood_meal,Australia,,1
Bos taurus,Anopheles flavicosta,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles flavicosta,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,2
Bos taurus,Anopheles fluviatilis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles fluviatilis,VectorMap,BloodMealMap,blood_meal,India,,1
Bos taurus,Anopheles franciscanus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles franciscanus,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Bos taurus,Anopheles freeborni,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles freeborni,VectorMap,BloodMealMap,blood_meal,Unites States,,2
Bos taurus,Anopheles funestus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles funestus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Kenya; Madagascar; Senegal; Tanzania,,34
Bos taurus,Anopheles gambiae,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles gambiae,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ghana; Kenya; Madagascar; Senegal; Tanzania,,26
Bos taurus,Anopheles garnhami,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles garnhami,VectorMap,BloodMealMap,blood_meal,Ethiopia,,2
Bos taurus,Anopheles hyrcanus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles hyrcanus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Cambodia; Iran,,5
Bos taurus,Anopheles implexus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles implexus,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Bos taurus,Anopheles jeyporiensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles jeyporiensis,MapVEu,MapVEu,blood_meal,Cambodia,,1
Bos taurus,Anopheles karwari,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles karwari,MapVEu,MapVEu,blood_meal,Cambodia,,4
Bos taurus,Anopheles kochi,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles kochi,MapVEu,MapVEu,blood_meal,Cambodia,,3
Bos taurus,Anopheles lesteri,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles lesteri,VectorMap,BloodMealMap,blood_meal,Japan,,1
Bos taurus,Anopheles longipalpis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles longipalpis,VectorMap,BloodMealMap,blood_meal,Zambia,,1
Bos taurus,Anopheles maculatus sensu lato 4821,TRUE,9913,mammalia,artiodactyla,bovidae,Anopheles maculatus sensu lato 4821,MapVEu,MapVEu,blood_meal,Cambodia,vector_sensu_lato,1
Bos taurus,Anopheles maculipalpis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles maculipalpis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,242
Bos taurus,Anopheles maculipennis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles maculipennis,VectorMap,BloodMealMap,blood_meal,Iran; Serbia; United Kingdom,,5
Bos taurus,Anopheles marshalli,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles marshalli,VectorMap,BloodMealMap,blood_meal,Ethiopia,,3
Bos taurus,Anopheles marshallii,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles marshallii,VectorMap,BloodMealMap,blood_meal,Tanzania,,1
Bos taurus,Anopheles mascarensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles mascarensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,32
Bos taurus,Anopheles meraukensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles meraukensis,VectorMap,BloodMealMap,blood_meal,Australia,,1
Bos taurus,Anopheles messeae,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles messeae,VectorMap,BloodMealMap,blood_meal,Russia; United Kingdom,,4
Bos taurus,Anopheles minimus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles minimus,VectorMap,BloodMealMap,blood_meal,Japan,,1
Bos taurus,Anopheles minimus sensu lato 1775,TRUE,9913,mammalia,artiodactyla,bovidae,Anopheles minimus sensu lato 1775,MapVEu,MapVEu,blood_meal,Cambodia,vector_sensu_lato,2
Bos taurus,Anopheles nigerrimus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles nigerrimus,MapVEu,MapVEu,blood_meal,Cambodia,,2
Bos taurus,Anopheles nitidus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles nitidus,MapVEu,MapVEu,blood_meal,Cambodia,,1
Bos taurus,Anopheles novaguinensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles novaguinensis,VectorMap,BloodMealMap,blood_meal,Australia,,2
Bos taurus,Anopheles pampanai,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles pampanai,MapVEu,MapVEu,blood_meal,Cambodia,,2
Bos taurus,Anopheles peditaeniatus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles peditaeniatus,MapVEu,MapVEu,blood_meal,Cambodia,,4
Bos taurus,Anopheles pharoensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles pharoensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Ethiopia; Senegal; Tanzania,,4
Bos taurus,Anopheles philippinensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles philippinensis,MapVEu,MapVEu,blood_meal,Cambodia,,6
Bos taurus,Anopheles pretoriensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles pretoriensis,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar,,6
Bos taurus,Anopheles punctimacula,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles punctimacula,VectorMap,BloodMealMap,blood_meal,Belize; Panama,,3
Bos taurus,Anopheles punctipennis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles punctipennis,VectorMap,BloodMealMap,blood_meal,Unites States,,1
Bos taurus,Anopheles rampae,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles rampae,MapVEu,MapVEu,blood_meal,Cambodia,,3
Bos taurus,Anopheles rivulorum,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles rivulorum,VectorMap,BloodMealMap,blood_meal,Tanzania,,1
Bos taurus,Anopheles rufipes,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles rufipes,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar; Senegal,,141
Bos taurus,Anopheles saeungae,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles saeungae,MapVEu,MapVEu,blood_meal,Cambodia,,5
Bos taurus,Anopheles sawadwongporni,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles sawadwongporni,MapVEu,MapVEu,blood_meal,Cambodia,,4
Bos taurus,Anopheles sinensis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles sinensis,VectorMap,BloodMealMap,blood_meal,Japan,,3
Bos taurus,Anopheles splendidus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles splendidus,MapVEu,MapVEu,blood_meal,Cambodia,,2
Bos taurus,Anopheles squamosus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles squamosus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Madagascar; Tanzania,,219
Bos taurus,Anopheles stephensi,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles stephensi,VectorMap,BloodMealMap,blood_meal,Iran,,1
Bos taurus,Anopheles superpictus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles superpictus,VectorMap,BloodMealMap,blood_meal,Iran,,1
Bos taurus,Anopheles tenebrosus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles tenebrosus,VectorMap,BloodMealMap,blood_meal,Ethiopia,,1
Bos taurus,Anopheles tessellatus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles tessellatus,MapVEu,MapVEu,blood_meal,Cambodia,,3
Bos taurus,Anopheles vagus,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles vagus,MapVEu,MapVEu,blood_meal,Cambodia,,6
Bos taurus,Anopheles varuna,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles varuna,VectorMap,BloodMealMap,blood_meal,India,,1
Bos taurus,Anopheles vestitipennis,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles vestitipennis,VectorMap,BloodMealMap,blood_meal,Belize,,3
Bos taurus,Anopheles wejchoochotei,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles wejchoochotei,MapVEu,MapVEu,blood_meal,Cambodia,,2
Bos taurus,Anopheles wellcomei,FALSE,9913,mammalia,artiodactyla,bovidae,Anopheles wellcomei,VectorMap,BloodMealMap,blood_meal,Tanzania,,1
Bos taurus,Argas walkerae,FALSE,9913,mammalia,artiodactyla,bovidae,Argas walkerae,VectorMap,TickMap,on_host_occurrence,Ghana,,2
Bos taurus,Armigeres subalbatus,FALSE,9913,mammalia,artiodactyla,bovidae,Armigeres subalbatus,VectorMap,BloodMealMap,blood_meal,Japan,,6
Bos taurus,Chagasia fajardi,FALSE,9913,mammalia,artiodactyla,bovidae,Chagasia fajardi,VectorMap,BloodMealMap,blood_meal,Brazil,,2
Bos taurus,Coquillettidia fuscopennata,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia fuscopennata,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Bos taurus,Coquillettidia linealis,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia linealis,VectorMap,BloodMealMap,blood_meal,Australia,,1
Bos taurus,Coquillettidia perturbans,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,3
Bos taurus,Coquillettidia pseudoconopas,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia pseudoconopas,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Bos taurus,Coquillettidia richiardii,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia richiardii,VectorMap,BloodMealMap,blood_meal,Russia; United Kingdom,,2
Bos taurus,Coquillettidia venezuelensis,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia venezuelensis,VectorMap,BloodMealMap,blood_meal,Brazil; Panama,,2
Bos taurus,Coquillettidia xanthogaster,FALSE,9913,mammalia,artiodactyla,bovidae,Coquillettidia xanthogaster,VectorMap,BloodMealMap,blood_meal,Australia,,1
Bos taurus,Ctenocephalides felis,FALSE,9913,mammalia,artiodactyla,bovidae,Ctenocephalides felis,VectorMap,FleaMap,on_host_occurrence,Cuba; Puerto Rico,,4
Bos taurus,Culex annulioris,FALSE,9913,mammalia,artiodactyla,bovidae,Culex annulioris,VectorMap,BloodMealMap,blood_meal,Uganda,,1
Bos taurus,Culex annulirostris,FALSE,9913,mammalia,artiodactyla,bovidae,Culex annulirostris,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,Australia,,28
Bos taurus,Culex antennatus,FALSE,9913,mammalia,artiodactyla,bovidae,Culex antennatus,VectorMap,BloodMealMap,blood_meal,Kenya; Senegal; Tanzania,,3
Bos taurus,Culex australicus,FALSE,9913,mammalia,artiodactyla,bovidae,Culex australicus,VectorMap,BloodMealMap,blood_meal,Australia,,1
Bos taurus,Culex bidens,FALSE,9913,mammalia,artiodactyla,bovidae,Culex bidens,VectorMap,BloodMealMap,blood_meal,Brazil,,1
Bos taurus,Culex bitaeniorhynchus,FALSE,9913,mammalia,artiodactyla,bovidae,Culex bitaeniorhynchus,VectorMap,BloodMealMap,blood_meal,India; Japan,,3
Bos taurus,Culex chidesteri,FALSE,9913,mammalia,artiodactyla,bovidae,Culex chidesteri,VectorMap,BloodMealMap,blood_meal,Brazil,,1
