"","disease","type","name1","id","tag","name2","species","subregions","accu","ID","ID2"
"1492","junin","hosts","calomys musculinus_calomys musculinus_1_subs_5","BHlEg8neP1l7","X:\DRtemp\temp\disease_analyses/calomys musculinus_calomys musculinus_1_subs_5","calomys musculinus_calomys musculinus_1;5;","calomys musculinus_calomys musculinus","5",1,"junin;calomys musculinus_calomys musculinus;5","junin;calomys musculinus_calomys musculinus"
"1494","apeu","hosts","caluromys philander_caluromys philander_1_subs_5","RYOpECh50Tw2","X:\DRtemp\temp\disease_analyses/caluromys philander_caluromys philander_1_subs_5","caluromys philander_caluromys philander_1;5;","caluromys philander_caluromys philander","5",1,"apeu;caluromys philander_caluromys philander;5","apeu;caluromys philander_caluromys philander"
"1533","una","hosts","cebus_sapajus_1_subs_5","IhY8Pg4wSDOg","X:\DRtemp\temp\disease_analyses/cebus_sapajus_1_subs_5","cebus_sapajus_1;5;","cebus_sapajus","5",1,"una;cebus_sapajus;5","una;cebus_sapajus"
"1541","mayaro","hosts","cercopithecus_lophocebus_1_subs_5","nVNbNKYexKJv","X:\DRtemp\temp\disease_analyses/cercopithecus_lophocebus_1_subs_5","cercopithecus_lophocebus_1;5;","cercopithecus_lophocebus","5",1,"mayaro;cercopithecus_lophocebus;5","mayaro;cercopithecus_lophocebus"
"1546","una","hosts","cercopithecus_miopithecus_1_subs_5","LHExsNQgjR4F","X:\DRtemp\temp\disease_analyses/cercopithecus_miopithecus_1_subs_5","cercopithecus_miopithecus_1;5;","cercopithecus_miopithecus","5",1,"una;cercopithecus_miopithecus;5","una;cercopithecus_miopithecus"
"1549","yersinia pestis","hosts","cerradomys subflavus_cerradomys subflavus_1_subs_5","FS4ZBok54L29","X:\DRtemp\temp\disease_analyses/cerradomys subflavus_cerradomys subflavus_1_subs_5","cerradomys subflavus_cerradomys subflavus_1;5;","cerradomys subflavus_cerradomys subflavus","5",1,"yersinia pestis;cerradomys subflavus_cerradomys subflavus;5","yersinia pestis;cerradomys subflavus_cerradomys subflavus"
"1560","mayaro","hosts","cheracebus_callicebus_1_subs_5","1OaYJKO0Dryl","X:\DRtemp\temp\disease_analyses/cheracebus_callicebus_1_subs_5","cheracebus_callicebus_1;5;","cheracebus_callicebus","5",1,"mayaro;cheracebus_callicebus;5","mayaro;cheracebus_callicebus"
"1564","una","hosts","chiropotes_chiropotes_1_subs_5","gbLU9v0zbhz6","X:\DRtemp\temp\disease_analyses/chiropotes_chiropotes_1_subs_5","chiropotes_chiropotes_1;5;","chiropotes_chiropotes","5",1,"una;chiropotes_chiropotes;5","una;chiropotes_chiropotes"
"1572","rocio","hosts","chrysomus_agelasticus_1_subs_5","ej5wyHeZ0kjB","X:\DRtemp\temp\disease_analyses/chrysomus_agelasticus_1_subs_5","chrysomus_agelasticus_1;5;","chrysomus_agelasticus","5",1,"rocio;chrysomus_agelasticus;5","rocio;chrysomus_agelasticus"
"1576","ilhéus","hosts","chrysomus_agelasticus_1_subs_5","NBwA1o88tCZx","X:\DRtemp\temp\disease_analyses/chrysomus_agelasticus_1_subs_5","chrysomus_agelasticus_1;5;","chrysomus_agelasticus","5",1,"ilhéus;chrysomus_agelasticus;5","ilhéus;chrysomus_agelasticus"
"1595","rocio","hosts","colaptes_colaptes_1_subs_5","1yWUDrG5GXcM","X:\DRtemp\temp\disease_analyses/colaptes_colaptes_1_subs_5","colaptes_colaptes_1;5;","colaptes_colaptes","5",1,"rocio;colaptes_colaptes;5","rocio;colaptes_colaptes"
"1598","ilhéus","hosts","colaptes_colaptes_1_subs_5","pqFhjcefWnG0","X:\DRtemp\temp\disease_analyses/colaptes_colaptes_1_subs_5","colaptes_colaptes_1;5;","colaptes_colaptes","5",1,"ilhéus;colaptes_colaptes;5","ilhéus;colaptes_colaptes"
"1623","rocio","hosts","coscoroba_coscoroba_1_subs_5","aB1mO4stQLJ8","X:\DRtemp\temp\disease_analyses/coscoroba_coscoroba_1_subs_5","coscoroba_coscoroba_1;5;","coscoroba_coscoroba","5",1,"rocio;coscoroba_coscoroba;5","rocio;coscoroba_coscoroba"
"1628","ilhéus","hosts","coscoroba_coscoroba_1_subs_5","wrLz1DKFjIqI","X:\DRtemp\temp\disease_analyses/coscoroba_coscoroba_1_subs_5","coscoroba_coscoroba_1;5;","coscoroba_coscoroba","5",1,"ilhéus;coscoroba_coscoroba;5","ilhéus;coscoroba_coscoroba"
"1653","apeu","vectors","culex aikenii_culex quinquefasciatus_1_subs_5","6eq1vuR1Wod9","X:\DRtemp\temp\disease_analyses/culex aikenii_culex quinquefasciatus_1_subs_5","culex aikenii_culex quinquefasciatus_1;5;","culex aikenii_culex quinquefasciatus","5",1,"apeu;culex aikenii_culex quinquefasciatus;5","apeu;culex aikenii_culex quinquefasciatus"
"1695","yellow","vectors","culex theobaldi_culex theobaldi_1_subs_5","i5YhachxDDfo","X:\DRtemp\temp\disease_analyses/culex theobaldi_culex theobaldi_1_subs_5","culex theobaldi_culex theobaldi_1;5;","culex theobaldi_culex theobaldi","5",1,"yellow;culex theobaldi_culex theobaldi;5","yellow;culex theobaldi_culex theobaldi"
"1756","ilhéus","hosts","cyanocitta_cyanolyca_1_subs_5","Ld8MMS5VAtfz","X:\DRtemp\temp\disease_analyses/cyanocitta_cyanolyca_1_subs_5","cyanocitta_cyanolyca_1;5;","cyanocitta_cyanolyca","5",1,"ilhéus;cyanocitta_cyanolyca;5","ilhéus;cyanocitta_cyanolyca"
"1757","rocio","hosts","cyanocitta_cyanolyca_1_subs_5","pHpacTYsvghZ","X:\DRtemp\temp\disease_analyses/cyanocitta_cyanolyca_1_subs_5","cyanocitta_cyanolyca_1;5;","cyanocitta_cyanolyca","5",1,"rocio;cyanocitta_cyanolyca;5","rocio;cyanocitta_cyanolyca"
"1761","ilhéus","hosts","cygnus_cygnus_1_subs_5","1C1tZfLsYPgB","X:\DRtemp\temp\disease_analyses/cygnus_cygnus_1_subs_5","cygnus_cygnus_1;5;","cygnus_cygnus","5",1,"ilhéus;cygnus_cygnus;5","ilhéus;cygnus_cygnus"
"1762","rocio","hosts","cygnus_cygnus_1_subs_5","37P5y2utA95i","X:\DRtemp\temp\disease_analyses/cygnus_cygnus_1_subs_5","cygnus_cygnus_1;5;","cygnus_cygnus","5",1,"rocio;cygnus_cygnus;5","rocio;cygnus_cygnus"
"1782","mycobacterium leprae","hosts","dasypus novemcinctus_dasypus pilosus_1_subs_5","d6iWKkieIaM3","X:\DRtemp\temp\disease_analyses/dasypus novemcinctus_dasypus pilosus_1_subs_5","dasypus novemcinctus_dasypus pilosus_1;5;","dasypus novemcinctus_dasypus pilosus","5",1,"mycobacterium leprae;dasypus novemcinctus_dasypus pilosus;5","mycobacterium leprae;dasypus novemcinctus_dasypus pilosus"
"1871","ilhéus","hosts","falco_falco_1_subs_5","aJfluZyAuWKR","X:\DRtemp\temp\disease_analyses/falco_falco_1_subs_5","falco_falco_1;5;","falco_falco","5",1,"ilhéus;falco_falco;5","ilhéus;falco_falco"
"1872","rocio","hosts","falco_falco_1_subs_5","D28qsutknT6P","X:\DRtemp\temp\disease_analyses/falco_falco_1_subs_5","falco_falco_1;5;","falco_falco","5",1,"rocio;falco_falco;5","rocio;falco_falco"
"1890","guanarito","hosts","gerbilliscus_meriones_2_subs_5","Xo4E4N64cUhK","X:\DRtemp\temp\disease_analyses/gerbilliscus_meriones_2_subs_5","gerbilliscus_meriones_2;5;","gerbilliscus_meriones","5",1,"guanarito;gerbilliscus_meriones;5","guanarito;gerbilliscus_meriones"
"1897","ilhéus","hosts","glaucidium_athene_1_subs_5","IvY2Ip4HWPzu","X:\DRtemp\temp\disease_analyses/glaucidium_athene_1_subs_5","glaucidium_athene_1;5;","glaucidium_athene","5",1,"ilhéus;glaucidium_athene;5","ilhéus;glaucidium_athene"
"1898","rocio","hosts","glaucidium_athene_1_subs_5","KzYdr7vB5Bti","X:\DRtemp\temp\disease_analyses/glaucidium_athene_1_subs_5","glaucidium_athene_1;5;","glaucidium_athene","5",1,"rocio;glaucidium_athene;5","rocio;glaucidium_athene"
"1968","caraparu","hosts","heteromys anomalus_heteromys anomalus_1_subs_5","60rqUV1xm5I1","X:\DRtemp\temp\disease_analyses/heteromys anomalus_heteromys anomalus_1_subs_5","heteromys anomalus_heteromys anomalus_1;5;","heteromys anomalus_heteromys anomalus","5",1,"caraparu;heteromys anomalus_heteromys anomalus;5","caraparu;heteromys anomalus_heteromys anomalus"
"1979","rio mearim","hosts","holochilus sciureus_holochilus sciureus_1_subs_5","8wKeTdwPgSOj","X:\DRtemp\temp\disease_analyses/holochilus sciureus_holochilus sciureus_1_subs_5","holochilus sciureus_holochilus sciureus_1;5;","holochilus sciureus_holochilus sciureus","5",1,"rio mearim;holochilus sciureus_holochilus sciureus;5","rio mearim;holochilus sciureus_holochilus sciureus"
"11001","caraparu","hosts","hylaeamys megacephalus_hylaeamys megacephalus_1_subs_5","fYZqJL81ihTQ","X:\DRtemp\temp\disease_analyses/hylaeamys megacephalus_hylaeamys megacephalus_1_subs_5","hylaeamys megacephalus_hylaeamys megacephalus_1;5;","hylaeamys megacephalus_hylaeamys megacephalus","5",1,"caraparu;hylaeamys megacephalus_hylaeamys megacephalus;5","caraparu;hylaeamys megacephalus_hylaeamys megacephalus"
"11003","caraparu","hosts","hylaeamys_hylaeamys_2_subs_5","s4gOVjpN9Ouz","X:\DRtemp\temp\disease_analyses/hylaeamys_hylaeamys_2_subs_5","hylaeamys_hylaeamys_2;5;","hylaeamys_hylaeamys","5",1,"caraparu;hylaeamys_hylaeamys;5","caraparu;hylaeamys_hylaeamys"
"11025","rocio","hosts","ibycter_falco_1_subs_5","ItUzWdm0LZ3A","X:\DRtemp\temp\disease_analyses/ibycter_falco_1_subs_5","ibycter_falco_1;5;","ibycter_falco","5",1,"rocio;ibycter_falco;5","rocio;ibycter_falco"
"11158","mayaro","hosts","leontocebus_leontocebus_1_subs_5","jQoZXHeltETY","X:\DRtemp\temp\disease_analyses/leontocebus_leontocebus_1_subs_5","leontocebus_leontocebus_1;5;","leontocebus_leontocebus","5",1,"mayaro;leontocebus_leontocebus;5","mayaro;leontocebus_leontocebus"
"11159","una","hosts","leontocebus_leontocebus_1_subs_5","lRVEyWBBUSER","X:\DRtemp\temp\disease_analyses/leontocebus_leontocebus_1_subs_5","leontocebus_leontocebus_1;5;","leontocebus_leontocebus","5",1,"una;leontocebus_leontocebus;5","una;leontocebus_leontocebus"
"11206","ilhéus","hosts","lophonetta_lophonetta_1_subs_5","3F0rREdqo60x","X:\DRtemp\temp\disease_analyses/lophonetta_lophonetta_1_subs_5","lophonetta_lophonetta_1;5;","lophonetta_lophonetta","5",1,"ilhéus;lophonetta_lophonetta;5","ilhéus;lophonetta_lophonetta"
"11207","rocio","hosts","lophonetta_lophonetta_1_subs_5","jqGPne3Y5ROv","X:\DRtemp\temp\disease_analyses/lophonetta_lophonetta_1_subs_5","lophonetta_lophonetta_1;5;","lophonetta_lophonetta","5",1,"rocio;lophonetta_lophonetta;5","rocio;lophonetta_lophonetta"
"11208","western equine encephalitis","hosts","lophonetta_lophonetta_1_subs_5","Q3Qlbwpkl3Zq","X:\DRtemp\temp\disease_analyses/lophonetta_lophonetta_1_subs_5","lophonetta_lophonetta_1;5;","lophonetta_lophonetta","5",1,"western equine encephalitis;lophonetta_lophonetta;5","western equine encephalitis;lophonetta_lophonetta"
"11218","bartonella bacilliformis","vectors","lutzomyia_bichromomyia_2_subs_5","UePT6UhOGQHN","X:\DRtemp\temp\disease_analyses/lutzomyia_bichromomyia_2_subs_5","lutzomyia_bichromomyia_2;5;","lutzomyia_bichromomyia","5",1,"bartonella bacilliformis;lutzomyia_bichromomyia;5","bartonella bacilliformis;lutzomyia_bichromomyia"
"11220","bartonella bacilliformis","vectors","lutzomyia_pintomyia_2_subs_5","EKJRuIfQS7X4","X:\DRtemp\temp\disease_analyses/lutzomyia_pintomyia_2_subs_5","lutzomyia_pintomyia_2;5;","lutzomyia_pintomyia","5",1,"bartonella bacilliformis;lutzomyia_pintomyia;5","bartonella bacilliformis;lutzomyia_pintomyia"
"11221","bartonella bacilliformis","vectors","lutzomyia_pressatia_2_subs_5","YrvzX5EwwFxQ","X:\DRtemp\temp\disease_analyses/lutzomyia_pressatia_2_subs_5","lutzomyia_pressatia_2;5;","lutzomyia_pressatia","5",1,"bartonella bacilliformis;lutzomyia_pressatia;5","bartonella bacilliformis;lutzomyia_pressatia"
"11223","bartonella bacilliformis","vectors","lutzomyia_trichopygomyia_2_subs_5","k6xomNgngg00","X:\DRtemp\temp\disease_analyses/lutzomyia_trichopygomyia_2_subs_5","lutzomyia_trichopygomyia_2;5;","lutzomyia_trichopygomyia","5",1,"bartonella bacilliformis;lutzomyia_trichopygomyia;5","bartonella bacilliformis;lutzomyia_trichopygomyia"
"11294","ilhéus","hosts","mareca_anas_1_subs_5","rWZijSzABWQc","X:\DRtemp\temp\disease_analyses/mareca_anas_1_subs_5","mareca_anas_1;5;","mareca_anas","5",1,"ilhéus;mareca_anas;5","ilhéus;mareca_anas"
"11295","rocio","hosts","mareca_lophonetta_1_subs_5","uhJyeplSvKk3","X:\DRtemp\temp\disease_analyses/mareca_lophonetta_1_subs_5","mareca_lophonetta_1;5;","mareca_lophonetta","5",1,"rocio;mareca_lophonetta;5","rocio;mareca_lophonetta"
"11298","apeu","hosts","marmosa demerarae_micoureus demerarae_1_subs_5","bFSGuWff2bib","X:\DRtemp\temp\disease_analyses/marmosa demerarae_micoureus demerarae_1_subs_5","marmosa demerarae_micoureus demerarae_1;5;","marmosa demerarae_micoureus demerarae","5",1,"apeu;marmosa demerarae_micoureus demerarae;5","apeu;marmosa demerarae_micoureus demerarae"
"11342","mayaro","hosts","mico_mico_1_subs_5","IAHygn3dYnSV","X:\DRtemp\temp\disease_analyses/mico_mico_1_subs_5","mico_mico_1;5;","mico_mico","5",1,"mayaro;mico_mico;5","mayaro;mico_mico"
"11343","zika","second","mico_mico_1_subs_5","OBaso2bXvS3h","X:\DRtemp\temp\disease_analyses/mico_mico_1_subs_5","mico_mico_1;5;","mico_mico","5",1,"zika;mico_mico;5","zika;mico_mico"
"11344","una","hosts","mico_mico_1_subs_5","XObLOH5UnL4q","X:\DRtemp\temp\disease_analyses/mico_mico_1_subs_5","mico_mico_1;5;","mico_mico","5",1,"una;mico_mico;5","una;mico_mico"
"11366","rocio","hosts","mimodes_nesomimus_1_subs_5","tUgGuJax6EdH","X:\DRtemp\temp\disease_analyses/mimodes_nesomimus_1_subs_5","mimodes_nesomimus_1;5;","mimodes_nesomimus","5",1,"rocio;mimodes_nesomimus;5","rocio;mimodes_nesomimus"
"11367","rocio","hosts","mimus_mimodes_1_subs_5","jWqkfbLaVCYT","X:\DRtemp\temp\disease_analyses/mimus_mimodes_1_subs_5","mimus_mimodes_1;5;","mimus_mimodes","5",1,"rocio;mimus_mimodes;5","rocio;mimus_mimodes"
"11376","ilhéus","hosts","molothrus_molothrus_1_subs_5","9iqYWf2xzoRo","X:\DRtemp\temp\disease_analyses/molothrus_molothrus_1_subs_5","molothrus_molothrus_1;5;","molothrus_molothrus","5",1,"ilhéus;molothrus_molothrus;5","ilhéus;molothrus_molothrus"
"11377","rocio","hosts","molothrus_molothrus_1_subs_5","aKNWL4itqaX0","X:\DRtemp\temp\disease_analyses/molothrus_molothrus_1_subs_5","molothrus_molothrus_1;5;","molothrus_molothrus","5",1,"rocio;molothrus_molothrus;5","rocio;molothrus_molothrus"
"11442","araraquara","hosts","necromys lasiurus_bolomys lasiurus_1_subs_5","8VZbbOx505Ry","X:\DRtemp\temp\disease_analyses/necromys lasiurus_bolomys lasiurus_1_subs_5","necromys lasiurus_bolomys lasiurus_1;5;","necromys lasiurus_bolomys lasiurus","5",1,"araraquara;necromys lasiurus_bolomys lasiurus;5","araraquara;necromys lasiurus_bolomys lasiurus"
"11445","maciel","hosts","necromys obscurus_necromys obscurus_1_subs_5","07XvlPnoWQQO","X:\DRtemp\temp\disease_analyses/necromys obscurus_necromys obscurus_1_subs_5","necromys obscurus_necromys obscurus_1;5;","necromys obscurus_necromys obscurus","5",1,"maciel;necromys obscurus_necromys obscurus;5","maciel;necromys obscurus_necromys obscurus"
"11448","caraparu","hosts","nectomys squamipes_nectomys rattus_1_subs_5","BtvSL1aZ544Y","X:\DRtemp\temp\disease_analyses/nectomys squamipes_nectomys rattus_1_subs_5","nectomys squamipes_nectomys rattus_1;5;","nectomys squamipes_nectomys rattus","5",1,"caraparu;nectomys squamipes_nectomys rattus;5","caraparu;nectomys squamipes_nectomys rattus"
"11461","ilhéus","hosts","nesomimus_mimodes_1_subs_5","QEyKd025K4ij","X:\DRtemp\temp\disease_analyses/nesomimus_mimodes_1_subs_5","nesomimus_mimodes_1;5;","nesomimus_mimodes","5",1,"ilhéus;nesomimus_mimodes;5","ilhéus;nesomimus_mimodes"
"11464","rocio","hosts","nesomimus_mimus_1_subs_5","FNVDjNgj50ZD","X:\DRtemp\temp\disease_analyses/nesomimus_mimus_1_subs_5","nesomimus_mimus_1;5;","nesomimus_mimus","5",1,"rocio;nesomimus_mimus;5","rocio;nesomimus_mimus"
"11547","rocio","vectors","ochlerotatus_acartomyia_2_subs_5","BtBSMmlpDLSV","X:\DRtemp\temp\disease_analyses/ochlerotatus_acartomyia_2_subs_5","ochlerotatus_acartomyia_2;5;","ochlerotatus_acartomyia","5",1,"rocio;ochlerotatus_acartomyia;5","rocio;ochlerotatus_acartomyia"
"11550","ilhéus","vectors","ochlerotatus_acartomyia_2_subs_5","iwp5vjsNA6RS","X:\DRtemp\temp\disease_analyses/ochlerotatus_acartomyia_2_subs_5","ochlerotatus_acartomyia_2;5;","ochlerotatus_acartomyia","5",1,"ilhéus;ochlerotatus_acartomyia;5","ilhéus;ochlerotatus_acartomyia"
"11564","rocio","vectors","ochlerotatus_tanakaius_2_subs_5","1Q8BssZXiXSW","X:\DRtemp\temp\disease_analyses/ochlerotatus_tanakaius_2_subs_5","ochlerotatus_tanakaius_2;5;","ochlerotatus_tanakaius","5",1,"rocio;ochlerotatus_tanakaius;5","rocio;ochlerotatus_tanakaius"
"11579","allpahuayo","hosts","oecomys_oecomys_1_subs_5","9oZvCUtuGJoU","X:\DRtemp\temp\disease_analyses/oecomys_oecomys_1_subs_5","oecomys_oecomys_1;5;","oecomys_oecomys","5",1,"allpahuayo;oecomys_oecomys;5","allpahuayo;oecomys_oecomys"
"11580","allpahuayo","hosts","oecomys_oxymycterus_1_subs_5","goBzJF5Z4XFx","X:\DRtemp\temp\disease_analyses/oecomys_oxymycterus_1_subs_5","oecomys_oxymycterus_1;5;","oecomys_oxymycterus","5",1,"allpahuayo;oecomys_oxymycterus;5","allpahuayo;oecomys_oxymycterus"
"11581","allpahuayo","hosts","oecomys_rhipidomys_1_subs_5","DeCYix4j94C2","X:\DRtemp\temp\disease_analyses/oecomys_rhipidomys_1_subs_5","oecomys_rhipidomys_1;5;","oecomys_rhipidomys","5",1,"allpahuayo;oecomys_rhipidomys;5","allpahuayo;oecomys_rhipidomys"
"11590","bermejo","hosts","oligoryzomys chacoensis_oligoryzomys chacoensis_1_subs_5","HCjZ8xiyFoHE","X:\DRtemp\temp\disease_analyses/oligoryzomys chacoensis_oligoryzomys chacoensis_1_subs_5","oligoryzomys chacoensis_oligoryzomys chacoensis_1;5;","oligoryzomys chacoensis_oligoryzomys chacoensis","5",1,"bermejo;oligoryzomys chacoensis_oligoryzomys chacoensis;5","bermejo;oligoryzomys chacoensis_oligoryzomys chacoensis"
"11591","neembucu","hosts","oligoryzomys chacoensis_oligoryzomys chacoensis_1_subs_5","iyjM8sFP2qud","X:\DRtemp\temp\disease_analyses/oligoryzomys chacoensis_oligoryzomys chacoensis_1_subs_5","oligoryzomys chacoensis_oligoryzomys chacoensis_1;5;","oligoryzomys chacoensis_oligoryzomys chacoensis","5",1,"neembucu;oligoryzomys chacoensis_oligoryzomys chacoensis;5","neembucu;oligoryzomys chacoensis_oligoryzomys chacoensis"
"11593","maporal","hosts","oligoryzomys delicatus_oligoryzomys fulvescens_2_subs_5","jBIyt9lb6U19","X:\DRtemp\temp\disease_analyses/oligoryzomys delicatus_oligoryzomys fulvescens_2_subs_5","oligoryzomys delicatus_oligoryzomys fulvescens_2;5;","oligoryzomys delicatus_oligoryzomys fulvescens","5",1,"maporal;oligoryzomys delicatus_oligoryzomys fulvescens;5","maporal;oligoryzomys delicatus_oligoryzomys fulvescens"
"11594","lechiguanas","hosts","oligoryzomys flavescens_oligoryzomys flavescens_1_subs_5","nDpQM3hSs3uy","X:\DRtemp\temp\disease_analyses/oligoryzomys flavescens_oligoryzomys flavescens_1_subs_5","oligoryzomys flavescens_oligoryzomys flavescens_1;5;","oligoryzomys flavescens_oligoryzomys flavescens","5",1,"lechiguanas;oligoryzomys flavescens_oligoryzomys flavescens;5","lechiguanas;oligoryzomys flavescens_oligoryzomys flavescens"
"11596","anajatuba","hosts","oligoryzomys fornesi_oligoryzomys fornesi_1_subs_5","1bBdhevmixqj","X:\DRtemp\temp\disease_analyses/oligoryzomys fornesi_oligoryzomys fornesi_1_subs_5","oligoryzomys fornesi_oligoryzomys fornesi_1;5;","oligoryzomys fornesi_oligoryzomys fornesi","5",1,"anajatuba;oligoryzomys fornesi_oligoryzomys fornesi;5","anajatuba;oligoryzomys fornesi_oligoryzomys fornesi"
"11601","oran","hosts","oligoryzomys longicaudatus_oligoryzomys longicaudatus_1_subs_5","1WcE1qbv2i5F","X:\DRtemp\temp\disease_analyses/oligoryzomys longicaudatus_oligoryzomys longicaudatus_1_subs_5","oligoryzomys longicaudatus_oligoryzomys longicaudatus_1;5;","oligoryzomys longicaudatus_oligoryzomys longicaudatus","5",1,"oran;oligoryzomys longicaudatus_oligoryzomys longicaudatus;5","oran;oligoryzomys longicaudatus_oligoryzomys longicaudatus"
"11602","andes","hosts","oligoryzomys longicaudatus_oligoryzomys longicaudatus_1_subs_5","slldOBWcqwgo","X:\DRtemp\temp\disease_analyses/oligoryzomys longicaudatus_oligoryzomys longicaudatus_1_subs_5","oligoryzomys longicaudatus_oligoryzomys longicaudatus_1;5;","oligoryzomys longicaudatus_oligoryzomys longicaudatus","5",1,"andes;oligoryzomys longicaudatus_oligoryzomys longicaudatus;5","andes;oligoryzomys longicaudatus_oligoryzomys longicaudatus"
