fff,name,countries,group,group2,disease,all_host,host_type,secondary,secondary_type,all_vectors,vector_type,Type,CFR.low,CFR.high,cases_per_year,GROUP,TYPE,Modelled_as,notes,amplified,h2h,Vector,sporadic.endemic,%_cases_modelled,cases_per_yearx,spillover_rate_outbreaks,outbreaks_per_year,cases_per_year,Ecoregion,Eco_code,Continent,continent_code,Location,first.date,R0,R0_ref,total_area,total_pop_at_risk,mean_lon,mean_lat,Incubation.low,Incubation.high,acute_low,acute_high,CFR.low,CFR.high,proportion.of.recovered.that.are.immmune,X..chronic.carrier,Chronicduration_low,Chronicduration_high,chronic.morbidity,Convalescence_length...non.infectious.recovery,reference,notes,reference,test1
168,rabies,"AG,DZ,AZ,AL,AM,AO,AS,AR,AU,BH,BB,BM,BS,BD,BZ,BA,BO,MM,BJ,SB,BR,BG,BN,CA,KH,LK,CG,CD,BI,CN,AF,BT,CL,KY,CM,TD,KM,CO,CR,CF,CU,CV,CK,CY,DK,DJ,DM,DO,EC,EG,IE,GQ,EE,ER,SV,ET,AT,CZ,GF,FI,FJ,FK,FM,PF,FR,GM,GA,GE,GH,GD,GL,DE,GU,GR,GT,GN,GY,HT,HN,HR,HU,IS,IN,IR,IL,IT,CI,IQ,JP,JM,JO,KE,KG,KP,KI,KR,KW,KZ,LA,LB,LV,BY,LT,LR,SK,LI,LY,MG,MQ,MN,MS,MK,ML,MA,MU,MR,MT,OM,MV,MX,MY,MZ,MW,NC,NU,NE,AW,AI,BE,HK,MP,FO,AD,GI,IM,LU,MO,MC,PS,ME,YT,AX,NF,CC,BV,TF,HM,IO,CX,UM,VU,NG,NL,NO,NP,NR,SR,NI,NZ,PY,PE,PK,PL,PA,PT,PG,GW,QA,RE,RO,MD,PH,PR,RU,RW,SA,KN,SC,ZA,LS,BW,SN,SI,SL,SG,SO,ES,LC,SD,SE,SY,CH,TT,TH,TJ,TK,TO,TG,ST,TN,TR,TV,TM,TZ,UG,GB,UA,US,BF,UY,UZ,VC,VE,VG,VN,VI,NA,WF,WS,SZ,YE,ZM,ZW,ID,GP,AN,AE,TL,PN,PW,MH,PM,SH,SM,TC,EH,RS,VA,MF,BL,GG,JE,GS,TW",lyssavirus ,lyssavirus ,rabies,"canis aureus,canis lupus,desmodus rotundus,eptesicus fuscus,lasiurus cinereus,martes martes,meles meles,mephitis mephitis,mustela putorius,myotis chiloensis,nyctereutes procyonoides,procyon lotor,saimiri sciureus,tadarida brasiliensis,vulpes lagopus,vulpes vulpes",mammalia,,,,,HOST->HUMAN,100,100,55000,VIRUS,HOST->HUMAN,H,,0,no,N,ENDEMIC,,55000,0.00000908,,55000,WW,0,"NthA,SA,EU,AF,AS,AU","1,2,3,4,5,6","AG,DZ,AZ,AL,AM,AO,AS,AR,AU,BH,BB,BM,BS,BD,BZ,BA,BO,MM,BJ,SB,BR,BG,BN,CA,KH,LK,CG,CD,BI,CN,AF,BT,CL,KY,CM,TD,KM,CO,CR,CF,CU,CV,CK,CY,DK,DJ,DM,DO,EC,EG,IE,GQ,EE,ER,SV,ET,AT,CZ,GF,FI,FJ,FK,FM,PF,FR,GM,GA,GE,GH,GD,GL,DE,GU,GR,GT,GN,GY,HT,HN,HR,HU,IS,IN,IR,IL,IT,CI,IQ,JP,JM,JO,KE,KG,KP,KI,KR,KW,KZ,LA,LB,LV,BY,LT,LR,SK,LI,LY,MG,MQ,MN,MS,MK,ML,MA,MU,MR,MT,OM,MV,MX,MY,MZ,MW,NC,NU,NE,AW,AI,BE,HK,MP,FO,AD,GI,IM,LU,MO,MC,PS,ME,YT,AX,NF,CC,BV,TF,HM,IO,CX,UM,VU,NG,NL,NO,NP,NR,SR,NI,NZ,PY,PE,PK,PL,PA,PT,PG,GW,QA,RE,RO,MD,PH,PR,RU,RW,SA,KN,SC,ZA,LS,BW,SN,SI,SL,SG,SO,ES,LC,SD,SE,SY,CH,TT,TH,TJ,TK,TO,TG,ST,TN,TR,TV,TM,TZ,UG,GB,UA,US,BF,UY,UZ,VC,VE,VG,VN,VI,NA,WF,WS,SZ,YE,ZM,ZW,ID,GP,AN,AE,TL,PN,PW,MH,PM,SH,SM,TC,EH,RS,VA,MF,BL,GG,JE,GS,TW",,0,,12880910,6054594831,13.21398765,16.72947737,30,90,2,10,100,100,0,0,0,0,0,0,Werthiem,,Werthiem,172
169,lagos bat,"ZA,NA,LS,BW,ZW,ZM,AO,MZ,CD,CG,GA,GQ,CM,CF,SS,SD,TD",lyssavirus ,lyssavirus ,Rabies,"eonycteris,rousettus,eidolon,epomophorus,epomops,hypsignathus,micropteropus,nanonycteris,acerodon,desmalopex,mirimiri,neopteryx,pteralopex,pteropus,styloctenium,lissonycteris,megaloglossus,myonycteris",mammalia,,,,,HOST->HUMAN,100,100,5,VIRUS,HOST->HUMAN,H,,0,no,N,ENDEMIC,,5,2.03E-08,,5,TR,1,AF,4,"ZA,NA,LS,BW,ZW,ZM,AO,MZ,CD,CG,GA,GQ,CM,CF,SS,SD,TD",,0,,1259043,246138440,22.01586667,-6.9114,30,90,2,10,100,100,0,0,0,0,0,0,Werthiem,,needs rerunning - errorWerthiem,105
170,european bat lyssa 1,"PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI",lyssavirus ,lyssavirus ,Rabies,eptesicus serotinus,mammalia,,,,,HOST->HUMAN,100,100,5,VIRUS,HOST->HUMAN,H,,0,no,N,ENDEMIC,,5,9.95E-09,,5,TE,2,EU,3,"PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,ET,LT,LV,NO,SE,FI",,0,,602333,502337814,15.78435484,46.22048387,30,90,2,10,100,100,0,0,0,0,0,0,Werthiem,,Werthiem,71
171,european bat lyssa 2,"PT,FR,ES,GB,IT,CH,AT,BE,NL,SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV,NO,SE,FI",lyssavirus ,lyssavirus ,Rabies,"myotis dasycneme,myotis daubentonii",mammalia,,,,,HOST->HUMAN,100,100,5,VIRUS,HOST->HUMAN,H,,0,no,N,ENDEMIC,,5,9.95E-09,,5,TE,2,EU,3,"PT,FR,ES,GB,IT,CH,AT,BE,NL,SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,ET,LT,LV,NO,SE,FI",,0,,602333,502337814,15.78435484,46.22048387,30,90,2,10,100,100,0,0,0,0,0,0,Werthiem,,Werthiem,72
172,aravan,"KZ,RU,UZ,TM,TJ,KG,PK,AF",lyssavirus ,lyssavirus ,Rabies,myotis blythii,mammalia,,,,,HOST->HUMAN,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werthiem,11
173,irkut,"CN,RU,MN",lyssavirus ,lyssavirus ,Rabies,murina leucogaster,mammalia,,,,,HOST->HUMAN,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ref: http://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0002097,93
174,khujand,"KZ,RU,UZ,TM,TJ,KG,PK,AF",lyssavirus ,lyssavirus ,Rabies,myotis mystacinus,mammalia,,,,,HOST->HUMAN,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ref: http://www.ncbi.nlm.nih.gov/pubmed/14602198,102
175,west caucasian bat,"SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV",lyssavirus ,lyssavirus ,Rabies,miniopterus schreibersii,mammalia,,,,,HOST->HUMAN,100,100,1,VIRUS,HOST->HUMAN,H,,0,no,N,ENDEMIC,,5,1.82E-08,,5,TE,2,EU,3,"SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,ET,LT,LV",,0,,316915,274642008,21.46194737,43.248,30,90,2,10,100,100,0,0,0,0,0,0,Werthiem,,Werthiem,228
176,baylisascaris procyonis,"US,CA",parasite,baylisascaris,Raccoon Roundworm Infection,procyon lotor,mammalia,,,,,HOST->HUMAN,0.375,0.375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ref: http://www.cdc.gov/parasites/baylisascaris/epi.html,26
177,rickettsia aeschlimannii,"ML,NE,DZ,MA,ES,PT,IT,GR,HR",bacteria,rickettsia,Rickettsiosis,"haemaphysalis punctata,hyalomma marginatum,ixodes,rhipicephalus appendiculatus",invert,,,,,HOST->HUMAN,0,0,1,BACTERIA,HOST->HUMAN,H,invert host,0,no,N,ENDEMIC,100,1,7.29E-09,,1,WW,0,"EU,AF","3,4","ML,NE,DZ,MA,ES,PT,IT,GR,HR",1997,0,,638440,137181917,4.437777778,34.05566667,7,7,14,14,0,0,100,0,0,0,0,14,Werthiem,,Werthiem,175
178,rickettsia helvetica,"PT,FR,IT,SI,BG,SE",bacteria,rickettsia,Rickettsiosis,"ixodes monospinosus,ixodes ovatus,ixodes persulcatus,ixodes ricinus",invert,,,,,HOST->HUMAN,0,0,1,BACTERIA,HOST->HUMAN,H,invert host,0,no,N,ENDEMIC,100,1,1.04E-08,,1,TE,2,EU,3,"PT,FR,IT,SI,BG,SE",1979,0,,147681,96165471,10.04333333,47.11683333,7,7,7,14,0,0,100,0,0,0,0,30,Werthiem,,Werthiem,182
179,rickettsia massiliae,"MA,DZ,SP,CH,IT,NE,CD,CG,CF",bacteria,rickettsia,Rickettsiosis,rhipicephalus,invert,,,,,HOST->HUMAN,3,3,1,BACTERIA,HOST->HUMAN,H,invert host,0,no,N,ENDEMIC,100,1,6.92E-09,,1,WW,0,"EU,AF","3,4","MA,DZ,SP,CH,IT,NE,CD,CG,CF",1992,0,,766038,144506421,10.592875,21.715875,7,7,14,14,3,3,100,0,0,0,0,14,Werthiem,,Werthiem,185
180,rift valley,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW,ZA,NA,LS,BW,ZW,ZM,AO,MZ",phlebovirus,phlebovirus,Rift Valley Fever,"kobus ellipsiprymnus,syncerus caffer,cattle",mammalia,,,"ochlerotatus caballus,neomelaniconion circumluteolum,culex theileri,",,HOST->VECTOR->HUMAN,1,1,125,VIRUS,HOST->VECTOR->HUMAN,HV,NO - use buffalo and kobi??,all,no,B,SPORADIC,100,125,0.00000468,0.25,125,WW,0,"AF,AS","4,5","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD,SO,ET,KE,UG,TZ,BI,RW,ZA,NA,LS,BW,ZW,ZM,AO,MZ",,0,,2094407,669203178,14.29883333,1.743527778,2,6,4,7,1,1,100,0,0,0,0,30,Werthiem,,Werthiem,189
181,rickettsia rickettsii,"US,MX,PA,CR,CO,BR",bacteria,rickettsia,Rocky mountain spotted fever,"amblyomma americanum,amblyomma cajennense,dermacentor andersoni,dermacentor variabilis,rhipicephalus sanguineus",invert,,,,,HOST->HUMAN,7,7,1326.5932,BACTERIA,HOST->HUMAN,H,invert host,0,no,N,ENDEMIC,100,1326.5932,0.0000022,,1326.5932,TE,2,"NthA,SA","1,2","US,MX,PA,CR,CO,BR",,0,,2069126,602996909,-82.02866667,12.50933333,5,7,8,8,7,7,100,50,14,14,50,75,Werthiem,,Werthiem,187
182,ross river,"AU,PG,NC,FJ,AS,CK",alphavirus ,alphavirus,Ross River virus disease,"macropus,dendrolagus,petrogale,thylogale",mammalia,,,"ochlerotatus camptorhynchus,culex annulirostris,ochlerotatus vigilax,stegomyia polynesiensis",,HOST->VECTOR->HUMAN,0,0,5000,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,0,no,Y,ENDEMIC,100,5000,0.0000197,,5000,WW,0,AU,6,"AU,PG,ID,NC,FJ,AS,CK",,0,,998372,253583233,58.11557143,-15.23042857,3,12,14,14,0,0,100,50,14,100,5,14,Werthiem,,"RRV is responsible for approximately 5,000 and BFV for 1,000 human infections annually in Australia; ref: https://helda.helsinki.fi/bitstream/handle/10138/35741/sindbisv.pdf?sequence=1",194
183,schistosoma intercalatum,"CD,GA,GQ,CM",parasite,schistosoma,Schistosomiasis,human,human,,,bulinus,,HUMAN->VECTOR->HUMAN,0.1,0.1,87975000,PARASITE,HUMAN->VECTOR->HUMAN,V_H,,0,no,B,ENDEMIC,100,87975000,1.123412756,,87975000,TR,1,AF,4,"CD,GA,GQ,CM",,0,,301817,78310487,14.554,0.81825,14,84,14,14,0.1,0.1,0.75,100,300,300,30,14,Werthiem,,,200
184,schistosoma haematobium,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,CD,CG,GA,GQ,CM,CF,SS,SD,TD,MA,DZ,TN,LY,EG",parasite,schistosoma,Schistosomiasis,human,human,,,bulinus,,HUMAN->VECTOR->HUMAN,0.1,0.1,8.30E+07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199
185,schistosoma mansoni,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,CD,CG,GA,GQ,CM,CF,SS,SD,TD,MA,DZ,TN,LY,EG,MG,SA,BR,VE,PR,SR,",parasite,schistosoma,Schistosomiasis,human,human,,,biomphalaria glabrata,,HUMAN->VECTOR->HUMAN,0.1,0.1,8.30E+07,PARASITE,HUMAN->VECTOR->HUMAN,V_H,,0,no,B,ENDEMIC,100,119025000,0.1256329,,119025000,TR,1,"AF,SA","2,4","SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,SO,ET,KE,UG,TZ,BI,RW,CD,CG,GA,GQ,CM,CF,SS,SD,TD,MA,DZ,TN,LY,EG,MG,SA,BR,VE,PR,SR,",,0,,3394745,947403107,5.798575,9.464,14,84,14,14,0.1,0.1,0.75,100,300,300,30,14,Werthiem,,,203
186,schistosoma mekongi,"TH,LA,KH",parasite,schistosoma,Schistosomiasis,human,human,,,neotricula aperta,,HUMAN->VECTOR->HUMAN,0.1,0.1,28571428.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204
187,schistosoma guineensis,"GA,GQ,CM",parasite,schistosoma,Schistosomiasis,human,human,,,bulinus,,HUMAN->VECTOR->HUMAN,0.1,0.1,28571428.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198
188,schistosoma japonicum,"CN,PH,ID",parasite,schistosoma,Schistosomiasis,human,human,,,"bubalus bubalis,oncomelania",,HUMAN->VECTOR->HUMAN,0.1,0.1,1.00E+06,PARASITE,HUMAN->VECTOR->HUMAN,V_H,,0,no,B,ENDEMIC,100,1000000,0.0006444,,1000000,TR,1,AS,5,"CN,PH,ID",,0,,1150350,1551831573,119.9446667,22.97833333,14,84,14,14,0.1,0.1,0.75,100,300,300,30,14,Werthiem,,,201
189,h5n1,"TR,EG,IQ,NG,DJ,AZCN,PK,BD,KH,VN,LA,ID,MM",,,,,,,,,,HOST->HUMAN->HUMAN,60,60,,VIRUS,,,,"chickens, pigs",yes,N,EPIDEMIC,,,very low,WW,,"AF,AS","4,5",,,"TR,EG,IQ,NG,DJ,AZCN,PK,BD,KH,VN,LA,ID,MM",1997,1.14,,723938,862965343,70.11775,20.76116667,3,3,14,14,60,60,100,0,0,0,0,14,http://www.ncbi.nlm.nih.gov/pubmed/18252106,,,88
189,schistosoma malayensis,MY,parasite,schistosoma,Schistosomiasis,rattus muelleri,human,,,"robertsiella kaporenisis,robertsiella gismanni,robertsiella silvicola",,HOST->VECTOR->HUMAN,0.1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pubmed/3379527,202
190,orientia tsutsugamushi,"MM,TH,LA,KH,VN,MY,PH,BN,IN,JP,AU,AU,PG,ID,NC,SB,CK,FJ",bacteria,orientia,Scrub typhus,leptotrombidium,invert,,,,,HOST->HUMAN,2,40,1.00E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3345595/,149
191,orientia chuto,AE,bacteria,orientia,Scrub typhus,leptotrombidium,invert,,,,,HOST->HUMAN,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ref: http://www.ncbi.nlm.nih.gov/pubmed/14063717,148
192,sealpox,,poxviridae,poxviridae,sealpox,"halichoerus grypus,phoca grypus fabricius,phoca vitulina",mammalia,,,,,HOST->HUMAN,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wwwnc.cdc.gov/eid/article/17/12/10-1945_article,205
193,germiston,"UG,KE,AO,ZW,MZ,ZA",bunyamweraviridae,,,"rattus,mus,praomys,mastomys,grammomys,arvicanthis",mammalia,,,culex rubinotus,,HOST->VECTOR->HUMAN,,,1000,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,all,no,Y,ENDEMIC,100,1000,very low,,1000,AF,0,AF,4,"UG,KE,AO,ZW,MZ,ZA",,0,,439835,162232364,29.784,-12.411,10,10,14,14,0,0,100,5,300,300,30,14,Werthiem,"Gonzalez JP, Georges AJ (1988) Bunyaviral fevers: Bunyamwera, Ilesha, Germiston, Bwamba and Tataguine. In: Monath T, editor The Arboviruses: Epidemiology and Ecology. Boca Raton, FL: CRC press.pp. 87–98. (1oth most common - 100 cases of similar in US so guessing at 1000)",,80
193,mers coronavirus,"EG,OM,QA,SA,IR,JO,AE",betacoronavirus,betacoronavirus,Severe Acute Respiratory Syndrome,camelus,mammalia,,,,,HOST->HUMAN->HUMAN,36,36,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ref: who 36% CFRref: http://www.who.int/emergencies/mers-cov/en/,131
194,sars coronavirus,"CN,TW,HK,PH,VN,MG",betacoronavirus,betacoronavirus,Severe Acute Respiratory Syndrome,"rhinolophus macrotis,rhinolophus pearsonii,rhinolophus pusillus,rhinolophus sinicus",mammalia,"paguma larvata,nyctereutes procyonoides",mammalia,,,HOST->HUMAN->HUMAN,10,10,2,VIRUS,HOST->HUMAN->HUMAN,H,,0,yes,N,SPORADIC,10,666.6666667,1.33E-09,2,2,WW,0,AS,5,"CN,TW,HK,PH,VN,MG",2002,2,"Wallinga J, Teunis P (2004). ""Different epidemic curves for severe acute respiratory syndrome reveal similar impacts of control measures"". Am. J. Epidemiol. 160 (6): 509–16. doi:10.1093/aje/kwh255. PMID 15353409.",1053263,1501216247,95.25,11.66375,4,6,14,14,10,10,100,0,0,0,0,6,Werthiem,,Werthiem,197
195,rickettsia sibirica sibirica,"RU,CN,KZ,DZ,NE",bacteria,rickettsia,Siberian tick typhus,dermacentor,invert,,,,,HOST->HUMAN,3,3,1333.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1265907/,188
196,sindbis,"SE,FI,RU,NO",alphavirus,alphavirus,Sindbis Fever,"turdus,anser,branta,cereopsis,coscoroba,cygnus,amazonetta,anas,lophonetta,nettapus,speculanas,bonasa,falcipennis,centrocercus,dendragapus,lagopus,tetrao",aves,,,ochlerotatus vigilax,,HOST->VECTOR->HUMAN,0,0,100,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,0,no,Y,SPORADIC,100,,,,,WW,0,"AF,EU,AS,AU","3,4,5,6","AU,ZA,SE,FI,RU,CN,UG",,0,,3551716,1568412052,62.34871429,23.95314286,7,7,14,14,0,0,100,50,300,300,20,14,Werthiem,,"prevalence 3 per 100,000; ref: https://helda.helsinki.fi/bitstream/handle/10138/35741/sindbisv.pdf?sequence=1",208
197,guaroa,"BR,VE,PE,BO",California Group Virus disease,,,,,,,anopheles neivai,,HOST->VECTOR->HUMAN,,,17,VIRUS,HOST->VECTOR->HUMAN,V_H,HOST NOT MODELLED,,no,Y,maybe,100,,,,,TR,1,SA,2,"BR,VE,PE,BO",,0,,1170585,250012613,-64.8695,-7.422,5,15,5,10,0.1,0.1,100,5,60,60,20,14,http://www.cdc.gov/lac/tech/fact.html,75 population have neutralising anitbodies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4345823/; https://www.ncbi.nlm.nih.gov/pubmed/20810845; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2929076/,82
197,trypanosoma brucei gambinese,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD",parasite,trypanosoma,Sleeping sickness,human,human,,,"glossina fuscipes,glossina palpalis,glossina tachinoides",,HUMAN->VECTOR->HUMAN->HUMAN,0,0,60000,PARASITE,0,0,0,0,rare,Y,0,0,0,0.00017196,TR,0,AF,4,0,0,"SN,GM,GW,GN,SL,LR,CI,GH,ML,BF,TG,BJ,NE,NG,CD,CG,GA,GQ,CM,CF,SS,SD,TD",,0.423,0,1264397,348923019,3.414409091,8.947,300,300,7,14,0,0,0,98,900,900,50,14,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3282146/,,Werthiem,221
198,trypanosoma brucei rhodesiense,"KE,UG,TZ,MZ,MW,ZM",parasite,trypanosoma,Sleeping sickness,human,human,,,"glossina morsitans,glossina fuscipes,glossina palpalis",,HUMAN->VECTOR->HUMAN->HUMAN,6,6,1000,PARASITE,HUMAN->VECTOR->HUMAN->HUMAN,V_H,ANY VECTOR SAMPLES??????? At genus level,cattle,rare,Y,ENDEMIC,100,0,0.00000674,TR,0,AF,4,0,0,"KE,UG,TZ,MZ,MW,ZM",,1.218,0,327139,148261089,33.853,-7.816,3,21,21,21,6,6,0,0,0,0,0,14,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3282146/;http://www.ncbi.nlm.nih.gov/pubmed/18053273;http://iai.asm.org/content/76/9/3967.full,,Werthiem,222
199,borrelia crocidurae,"EG,ML,SN,TN",bacteria,borrelia,Soft Tick-Borne Relapsing Fever,crocidura,mammalia,,,"ornithodoros erraticus,ornithodoros sonrai",,HOST->VECTOR->HUMAN,0,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-0691.2009.02767.x/pdf,37
200,borrelia duttoni,"SN,KE,MW,TD,ZA",bacteria,borrelia,Soft Tick-Borne Relapsing Fever,mastomys natalensis,mammalia,"chickens,pigs",domestic,ornithodoros moubata,,HOST->VECTOR->HUMAN,0,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-0691.2009.02767.x/pdf,38
201,borrelia hermsii,"US,CA",bacteria,borrelia,Soft Tick-Borne Relapsing Fever,"tamias,tamiasciurus hudsonicus,peromyscus maniculatus",mammalia,,,ornithodoros hermsi,,HOST->VECTOR->HUMAN,0,10,19.56521739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dworkin MS,Shoemaker PC,Fritz CL,Dowell ME,Anderson DE Jr. The epidemiology of tick-borne relapsing fever in the United States. Am J Trop Med Hyg. 2002;66:753-8.; a multicase outbreaks (at least 5); ref: http://wwwnc.cdc.gov/eid/article/9/9/03-0280_article",40
202,whitewater arroyo,US,arenavirus ,arenavirus ,Tacaribe Complex Virus Disease,"neotoma albigula,neotoma cinerea,neotoma mexicana,neotoma micropus",mammalia,,,,,HOST->HUMAN->HUMAN,100,100,1,VIRUS,HOST->HUMAN->HUMAN,H,,0,rare,N,SPORADIC,100,,,,,TE,2,NthA,1,US,1995,0,,915896,299846449,-98.606,39.622,7,14,7,56,100,100,0,0,0,0,0,0,Werthiem,,Werthiem,231
203,tick borne encephalitis,"SI,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,EE,LT,LV",flavivirus ,flavivirus ,Tick-borne Encephalitis,apodemus,mammalia,,,"ixodes ricinus,ixodes persulcatus",,HOST->VECTOR->HUMAN,1,5,5000,VIRUS,HOST->VECTOR->HUMAN,HV,NO - but Apodemus - check already have for lepto,"cattle, goats, sheep",no,B,ENDEMIC,100,12000,0.0000437,,12000,TE,2,EU,3,"SL,SK,RO,PL,CZ,HU,HR,BA,RS,AL,BG,MK,GR,UA,MD,BY,ET,LT,LV",,0,,316915,274642008,21.46194737,43.248,4,28,21,21,1.5,1.5,100,6,1000,2000,50,14,Werthiem,,ref: https://www.cdc.gov/vhf/tbe/pdf/factsheet.pdf,218
204,kyasanur,IN,flavivirus,flavivirus,Tick-borne Encephalitis,"hystrix,rattus,funambulus,mus,sorex,macaca,semnopithecus",mammalia,,,haemaphysalis spinigera,,HOST->VECTOR->HUMAN,1,5,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The disease has a morbidity rate of 2-10%,and affects 100-500 people annually ref: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3513490/",103
205,alkhurma,SA,flavivirus,flavivirus,Tick-borne Encephalitis,"sheep,camelus",domestic,,,ornithodoros savignyi,,HOST->VECTOR->HUMAN,0,1,77.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0085564,1
206,omsk,RU,flavivirus,flavivirus,Tick-borne Encephalitis,"ondatra zibethicus,arvicola amphibius,microtus gregalis",mammalia,,,"dermacentor reticulatus,dermacentor marginatus,ixodes persulcatus",,HOST->VECTOR->HUMAN,0.5,3,17.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ref: http://www.cdc.gov/vhf/omsk/; ref: Berger,Stephen A.,et al. ""Exotic Viral Diseases: a Global Guide."" Journal of Travel Medicine 11.3 (2004): 194-194.",144
207,powassan1,"US,CA",flavivirus ,flavivirus ,Tick-borne Encephalitis,marmota monax,mammalia,,,ixodes cookei,,HOST->VECTOR->HUMAN,10,15,0.49382716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840892/,167
208,powassan2,"US,CA",flavivirus ,flavivirus ,Tick-borne Encephalitis,"tamias,sciurus,tamiasciurus",mammalia,,,ixodes marxi,,HOST->VECTOR->HUMAN,10,15,0.49382716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840892/,168
209,powassan3,"US,CA",flavivirus ,flavivirus ,Tick-borne Encephalitis,peromyscus leucopus,mammalia,,,ixodes scapularis,,HOST->VECTOR->HUMAN,10,15,0.49382716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3840892/,169
210,deer tick,"US,CA",flavivirus,flavivirus,Tick-borne Encephalitis,peromyscus leucopus,mammalia,,,ixodes scapularis,,HOST->VECTOR->HUMAN,100,100,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one fatal case; ref: http://www.nejm.org/doi/full/10.1056/NEJMoa0806326#t=article,61
